geoid,2012_population,2012_hispanic,2012_non_hispanic,2012_his_perc,2012_not_hispanic_prec,2012_median_income,2012_density,2013_population,2013_hispanic,2013_non_hispanic,2013_his_perc,2013_not_hispanic_prec,2013_median_income,2013_density,2014_population,2014_hispanic,2014_non_hispanic,2014_his_perc,2014_not_hispanic_prec,2014_median_income,2014_density,2015_population,2015_hispanic,2015_non_hispanic,2015_his_perc,2015_not_hispanic_prec,2015_median_income,2015_density,2016_population,2016_hispanic,2016_non_hispanic,2016_his_perc,2016_not_hispanic_prec,2016_median_income,2016_density,2017_population,2017_hispanic,2017_non_hispanic,2017_his_perc,2017_not_hispanic_prec,2017_median_income,2017_density,2018_population,2018_hispanic,2018_non_hispanic,2018_his_perc,2018_not_hispanic_prec,2018_median_income,2018_density,2019_population,2019_hispanic,2019_non_hispanic,2019_his_perc,2019_not_hispanic_prec,2019_median_income,2019_density,2020_population,2020_hispanic,2020_non_hispanic,2020_his_perc,2020_not_hispanic_prec,2020_median_income,2020_density,2021_population,2021_hispanic,2021_non_hispanic,2021_his_perc,2021_not_hispanic_prec,2021_median_income,2021_density,2022_population,2022_hispanic,2022_non_hispanic,2022_his_perc,2022_not_hispanic_prec,2022_median_income,2022_density
480291918121,2474.0,1639,774,0.6794,0.3206,148297.0,992.20991,2449.0,1755,658,0.7274,0.2726,148413.0,982.18354,2462.0,1649,764,0.6834,0.3166,148724.0,987.39725,2499.0,1767,646,0.7324,0.2676,148912.0,1002.23628,2499.0,1625,788,0.6734,0.3266,149712.0,1002.23628,2467.0,1726,687,0.7154,0.2846,148295.0,989.40252,2431.0,1618,795,0.6704,0.3296,149037.0,974.96455,2486.0,1746,667,0.7234,0.2766,149566.0,997.02257,2501.0,1673,740,0.6934,0.3066,149473.0,1003.03839,2504.0,1594,819,0.6604,0.3396,148108.0,1004.24156,2413.0,1538.0,875.0,0.6374,0.3626,148750.0,967.74556
480291110003,966.0,477,447,0.5166,0.4834,59789.0,1763.81334,974.0,492,432,0.5326,0.4674,60429.0,1778.42049,983.0,430,494,0.4656,0.5344,59655.0,1794.85354,969.0,461,463,0.4986,0.5014,60001.0,1769.29102,992.0,464,460,0.5026,0.4974,59203.0,1811.28658,955.0,420,504,0.4546,0.5454,60754.0,1743.72851,996.0,480,444,0.5196,0.4804,60120.0,1818.59015,1017.0,451,473,0.4876,0.5124,59191.0,1856.93392,938.0,490,434,0.5306,0.4694,60597.0,1712.68832,970.0,432,492,0.4676,0.5324,60431.0,1771.11692,924.0,409.0,515.0,0.4426,0.5574,60117.0,1687.12581
480291110001,734.0,331,306,0.519,0.481,34867.0,2566.37973,736.0,320,317,0.502,0.498,34248.0,2573.37259,707.0,328,309,0.515,0.485,33168.0,2471.97611,677.0,324,313,0.508,0.492,33627.0,2367.08321,734.0,309,328,0.485,0.515,34667.0,2566.37973,735.0,318,318,0.5,0.5,34783.0,2569.87616,685.0,336,301,0.527,0.473,34978.0,2395.05465,685.0,324,313,0.509,0.491,34379.0,2395.05465,656.0,318,318,0.5,0.5,34026.0,2293.65818,709.0,343,294,0.538,0.462,33828.0,2478.96897,637.0,300.0,337.0,0.471,0.529,34013.0,2227.226
480291219052,1958.0,1139,741,0.6057,0.3943,235888.0,1043.78068,1956.0,1218,662,0.6477,0.3523,235403.0,1042.71451,1958.0,1154,726,0.6137,0.3863,236126.0,1043.78068,1978.0,1126,754,0.5987,0.4013,236630.0,1054.44238,1899.0,1227,653,0.6527,0.3473,236148.0,1012.32866,1901.0,1248,632,0.6637,0.3363,237262.0,1013.39483,1955.0,1206,674,0.6417,0.3583,237208.0,1042.18143,1891.0,1139,741,0.6057,0.3943,235551.0,1008.06398,1900.0,1208,672,0.6427,0.3573,236974.0,1012.86174,1921.0,1122,758,0.5967,0.4033,237276.0,1024.05653,1880.0,1071.0,809.0,0.5697,0.4303,236343.0,1002.20004
480291219041,1441.0,702,651,0.5186,0.4814,108007.0,1564.35401,1402.0,661,692,0.4886,0.5114,107749.0,1522.01549,1393.0,689,664,0.5096,0.4904,106334.0,1512.24506,1410.0,656,697,0.4846,0.5154,106501.0,1530.70031,1417.0,721,632,0.5326,0.4674,107445.0,1538.29953,1430.0,754,599,0.5576,0.4424,107970.0,1552.41237,1398.0,717,636,0.5296,0.4704,106749.0,1517.67307,1365.0,764,589,0.5646,0.4354,107922.0,1481.84817,1396.0,757,596,0.5596,0.4404,106914.0,1515.50187,1438.0,685,668,0.5066,0.4934,106723.0,1561.0972,1353.0,630.0,723.0,0.4656,0.5344,107083.0,1468.82094
480291213004,1310.0,905,372,0.7085,0.2915,96446.0,1007.2708,1303.0,935,342,0.7325,0.2675,95625.0,1001.88844,1363.0,997,280,0.7805,0.2195,96795.0,1048.02298,1361.0,920,357,0.7205,0.2795,95799.0,1046.48516,1350.0,930,347,0.7285,0.2715,95851.0,1038.02716,1315.0,969,308,0.7585,0.2415,95867.0,1011.11535,1345.0,920,357,0.7205,0.2795,96305.0,1034.18262,1289.0,935,342,0.7325,0.2675,96650.0,991.12371,1323.0,1009,268,0.7905,0.2095,95838.0,1017.26662,1353.0,928,349,0.7265,0.2735,96266.0,1040.33389,1277.0,883.0,394.0,0.6915,0.3085,96321.0,981.89681
480299800051,59.0,12,0,0.97,0.03,0,1.48773,94.0,12,0,0.985,0.015,0,2.37028,94.0,12,0,0.96,0.04,0,2.37028,91.0,12,0,0.963,0.037,0,2.29463,44.0,11,1,0.958,0.042,0,1.10949,102.0,11,1,0.914,0.086,0,2.572,98.0,11,1,0.91,0.09,0,2.47114,46.0,11,1,0.946,0.054,0,1.15992,105.0,11,1,0.927,0.073,0,2.64765,66.0,11,1,0.917,0.083,0,1.66424,12.0,12.0,0.0,1.0,0.0,0.0,0.30259
480291914101,2491.0,983,1420,0.4092,0.5908,36689.0,4350.23305,2413.0,1125,1278,0.4682,0.5318,37709.0,4214.0154,2456.0,1113,1290,0.4632,0.5368,36600.0,4289.10975,2480.0,1125,1278,0.4682,0.5318,37053.0,4331.02287,2500.0,993,1410,0.4132,0.5868,37164.0,4365.95048,2460.0,1188,1215,0.4942,0.5058,36108.0,4296.09527,2447.0,1159,1244,0.4822,0.5178,37251.0,4273.39233,2502.0,1029,1374,0.4282,0.5718,36966.0,4369.44324,2430.0,1183,1220,0.4922,0.5078,37414.0,4243.70386,2443.0,1099,1304,0.4572,0.5428,37395.0,4266.40681,2403.0,952.0,1451.0,0.3962,0.6038,37101.0,4196.5516
480291818252,3212.0,2095,1028,0.6709,0.3291,112931.0,1934.0275,3181.0,2005,1118,0.6419,0.3581,113969.0,1915.36161,3155.0,2173,950,0.6959,0.3041,112388.0,1899.70634,3134.0,2020,1103,0.6469,0.3531,112707.0,1887.06171,3191.0,2061,1062,0.6599,0.3401,113856.0,1921.38287,3155.0,2158,965,0.6909,0.3091,113576.0,1899.70634,3145.0,2089,1034,0.6689,0.3311,112496.0,1893.68509,3178.0,1923,1200,0.6159,0.3841,113881.0,1913.55523,3206.0,2036,1087,0.6519,0.3481,113864.0,1930.41475,3173.0,1973,1150,0.6319,0.3681,112236.0,1910.5446,3123.0,1889.0,1234.0,0.6049,0.3951,113036.0,1880.43832
480291821062,6739.0,3233,3477,0.4818,0.5182,113694.0,505.00872,6764.0,3072,3638,0.4578,0.5422,114199.0,506.88218,6744.0,3441,3269,0.5128,0.4872,114533.0,505.38341,6795.0,3535,3175,0.5268,0.4732,114751.0,509.20526,6735.0,3548,3162,0.5288,0.4712,113075.0,504.70897,6755.0,3401,3309,0.5068,0.4932,113411.0,506.20773,6731.0,3213,3497,0.4788,0.5212,114181.0,504.40922,6786.0,3260,3450,0.4858,0.5142,114096.0,508.53082,6729.0,3219,3491,0.4798,0.5202,114490.0,504.25934,6760.0,3172,3538,0.4728,0.5272,114373.0,506.58242,6710.0,2884.0,3826.0,0.4298,0.5702,113808.0,502.83551
480291818142,3631.0,1713,1868,0.4784,0.5216,69685.0,2947.34313,3643.0,1577,2004,0.4404,0.5596,69584.0,2957.08373,3618.0,1545,2036,0.4314,0.5686,68155.0,2936.79081,3604.0,1770,1811,0.4944,0.5056,68813.0,2925.42678,3647.0,1670,1911,0.4664,0.5336,67844.0,2960.3306,3619.0,1616,1965,0.4514,0.5486,68407.0,2937.60253,3616.0,1581,2000,0.4414,0.5586,68249.0,2935.16738,3616.0,1756,1825,0.4904,0.5096,69325.0,2935.16738,3659.0,1710,1871,0.4774,0.5226,67902.0,2970.0712,3665.0,1663,1918,0.4644,0.5356,68290.0,2974.9415,3581.0,1466.0,2115.0,0.4094,0.5906,68750.0,2906.7573
480291720052,5112.0,2376,2713,0.4668,0.5332,89399.0,2442.24044,5104.0,2269,2820,0.4458,0.5542,88853.0,2438.41847,5177.0,2131,2958,0.4188,0.5812,90293.0,2473.29397,5178.0,2437,2652,0.4788,0.5212,89399.0,2473.77171,5157.0,2437,2652,0.4788,0.5212,89041.0,2463.73904,5177.0,2396,2693,0.4708,0.5292,89844.0,2473.29397,5177.0,2360,2729,0.4638,0.5362,88638.0,2473.29397,5141.0,2238,2851,0.4398,0.5602,90562.0,2456.09509,5110.0,2019,3070,0.3968,0.6032,90454.0,2441.28495,5184.0,2309,2780,0.4538,0.5462,88976.0,2476.63819,5089.0,1953.0,3136.0,0.3838,0.6162,89588.0,2431.25227
480291719182,1161.0,549,532,0.508,0.492,68832.0,2849.24057,1167.0,556,525,0.514,0.486,69855.0,2863.96533,1122.0,503,578,0.465,0.535,69559.0,2753.52965,1133.0,537,544,0.497,0.503,69432.0,2780.52504,1141.0,532,549,0.492,0.508,69158.0,2800.15805,1170.0,549,532,0.508,0.492,69676.0,2871.32771,1159.0,517,564,0.478,0.522,69602.0,2844.33232,1161.0,555,526,0.513,0.487,69733.0,2849.24057,1132.0,515,566,0.476,0.524,68236.0,2778.07091,1168.0,522,559,0.483,0.517,68304.0,2866.41945,1081.0,480.0,601.0,0.444,0.556,69122.0,2652.91047
480291807012,2512.0,1662,810,0.6722,0.3278,29671.0,1571.55781,2483.0,1637,835,0.6622,0.3378,29263.0,1553.41482,2563.0,1622,850,0.6562,0.3438,29954.0,1603.46443,2523.0,1526,946,0.6172,0.3828,30547.0,1578.43963,2524.0,1647,825,0.6662,0.3338,29587.0,1579.06525,2527.0,1526,946,0.6172,0.3828,29588.0,1580.94211,2482.0,1681,791,0.6802,0.3198,30700.0,1552.7892,2486.0,1634,838,0.6612,0.3388,31006.0,1555.29168,2483.0,1684,788,0.6812,0.3188,30961.0,1553.41482,2522.0,1526,946,0.6172,0.3828,29334.0,1577.81401,2472.0,1459.0,1013.0,0.5902,0.4098,30199.0,1546.533
480291402002,339.0,82,192,0.299,0.701,32195.0,1114.29952,301.0,65,209,0.239,0.761,31865.0,989.39279,363.0,84,190,0.308,0.692,30833.0,1193.18798,328.0,66,208,0.24,0.76,30516.0,1078.14231,343.0,70,204,0.255,0.745,31655.0,1127.4476,342.0,66,208,0.242,0.758,31245.0,1124.16058,309.0,65,209,0.238,0.762,31621.0,1015.68894,342.0,81,193,0.296,0.704,30612.0,1124.16058,368.0,87,187,0.317,0.683,31676.0,1209.62308,368.0,76,198,0.278,0.722,30652.0,1209.62308,274.0,60.0,214.0,0.219,0.781,31477.0,900.64327
480291719183,3094.0,608,2397,0.2024,0.7976,110456.0,3436.57116,3061.0,542,2463,0.1804,0.8196,111337.0,3399.91736,3058.0,758,2247,0.2524,0.7476,112203.0,3396.5852,3042.0,662,2343,0.2204,0.7796,111314.0,3378.81366,3052.0,605,2400,0.2014,0.7986,111921.0,3389.92087,3096.0,792,2213,0.2634,0.7366,110532.0,3438.7926,3021.0,725,2280,0.2414,0.7586,110856.0,3355.48852,3057.0,789,2216,0.2624,0.7376,110291.0,3395.47448,3078.0,629,2376,0.2094,0.7906,111051.0,3418.79962,3073.0,728,2277,0.2424,0.7576,110493.0,3413.24602,3005.0,503.0,2502.0,0.1674,0.8326,111250.0,3337.71698
480291719184,1486.0,309,1129,0.2148,0.7852,68030.0,1856.62739,1525.0,234,1204,0.1628,0.8372,68292.0,1905.35448,1525.0,345,1093,0.2398,0.7602,68338.0,1905.35448,1528.0,313,1125,0.2178,0.7822,67850.0,1909.10272,1490.0,307,1131,0.2138,0.7862,66983.0,1861.62504,1528.0,283,1155,0.1968,0.8032,68062.0,1909.10272,1491.0,295,1143,0.2048,0.7952,66724.0,1862.87445,1471.0,274,1164,0.1908,0.8092,67101.0,1837.88619,1449.0,315,1123,0.2188,0.7812,66801.0,1810.39911,1468.0,323,1115,0.2248,0.7752,66535.0,1834.13796,1438.0,214.0,1224.0,0.1488,0.8512,67411.0,1796.65557
480291817272,1274.0,362,857,0.2967,0.7033,42927.0,6068.51612,1309.0,329,890,0.2697,0.7303,43201.0,6235.2336,1275.0,335,884,0.2747,0.7253,42827.0,6073.27948,1303.0,397,822,0.3257,0.6743,44070.0,6206.65346,1252.0,363,856,0.2977,0.7023,43363.0,5963.72228,1286.0,365,854,0.2997,0.7003,43808.0,6125.6764,1288.0,380,839,0.3117,0.6883,43689.0,6135.20311,1230.0,379,840,0.3107,0.6893,42744.0,5858.92844,1272.0,302,917,0.2477,0.7523,42881.0,6058.98941,1251.0,300,919,0.2457,0.7543,42972.0,5958.95892,1219.0,280.0,939.0,0.2297,0.7703,43555.0,5806.53151
480291917021,3810.0,3138,579,0.8443,0.1557,99926.0,1230.07782,3736.0,3120,597,0.8393,0.1607,99905.0,1206.18655,3739.0,3198,519,0.8603,0.1397,100708.0,1207.15511,3813.0,3253,464,0.8753,0.1247,99881.0,1231.04639,3728.0,3008,709,0.8093,0.1907,100751.0,1203.60371,3777.0,2982,735,0.8023,0.1977,101536.0,1219.42361,3730.0,3224,493,0.8673,0.1327,100815.0,1204.24942,3805.0,3027,690,0.8143,0.1857,100943.0,1228.46355,3792.0,3250,467,0.8743,0.1257,100379.0,1224.26643,3754.0,3175,542,0.8543,0.1457,99896.0,1211.99794,3717.0,2919.0,798.0,0.7853,0.2147,100806.0,1200.0523
480291914061,2360.0,1460,814,0.6422,0.3578,105883.0,1846.56601,2335.0,1431,843,0.6292,0.3708,104866.0,1827.00493,2348.0,1458,816,0.6412,0.3588,106409.0,1837.17669,2347.0,1383,891,0.6082,0.3918,104640.0,1836.39425,2291.0,1538,736,0.6762,0.3238,106055.0,1792.57743,2330.0,1413,861,0.6212,0.3788,105088.0,1823.09272,2364.0,1401,873,0.6162,0.3838,106157.0,1849.69579,2350.0,1363,911,0.5992,0.4008,105625.0,1838.74158,2327.0,1424,850,0.6262,0.3738,104808.0,1820.74539,2324.0,1504,770,0.6612,0.3388,105803.0,1818.39806,2274.0,1324.0,950.0,0.5822,0.4178,105557.0,1779.2759
480291914063,2608.0,1961,597,0.7665,0.2335,140339.0,1194.85698,2634.0,2158,400,0.8435,0.1565,140593.0,1206.7689,2570.0,2053,505,0.8025,0.1975,141025.0,1177.44726,2586.0,2150,408,0.8405,0.1595,141138.0,1184.77767,2608.0,2073,485,0.8105,0.1895,142000.0,1194.85698,2576.0,1953,605,0.7635,0.2365,141115.0,1180.19616,2638.0,2063,495,0.8065,0.1935,141126.0,1208.6015,2586.0,2086,472,0.8155,0.1845,140320.0,1184.77767,2617.0,2020,538,0.7895,0.2105,140270.0,1198.98034,2614.0,2142,416,0.8375,0.1625,141674.0,1197.60589,2558.0,1907.0,651.0,0.7455,0.2545,141250.0,1171.94945
480291918161,1471.0,1038,401,0.7214,0.2786,67545.0,864.23568,1497.0,1127,312,0.7834,0.2166,68511.0,879.51109,1493.0,1100,339,0.7644,0.2356,69323.0,877.16103,1500.0,1058,381,0.7354,0.2646,68568.0,881.27364,1449.0,1123,316,0.7804,0.2196,68668.0,851.31034,1513.0,1076,363,0.7474,0.2526,68608.0,888.91135,1469.0,1119,320,0.7774,0.2226,69020.0,863.06065,1449.0,1051,388,0.7304,0.2696,68644.0,851.31034,1460.0,1047,392,0.7274,0.2726,69022.0,857.77301,1513.0,1009,430,0.7014,0.2986,69487.0,888.91135,1439.0,992.0,447.0,0.6894,0.3106,68523.0,845.43518
480291316102,1555.0,1011,469,0.6828,0.3172,60846.0,1822.3005,1578.0,960,520,0.6488,0.3512,59398.0,1849.25415,1542.0,883,597,0.5968,0.4032,59943.0,1807.06584,1511.0,1009,471,0.6818,0.3182,59176.0,1770.73702,1569.0,931,549,0.6288,0.3712,60887.0,1838.70707,1539.0,966,514,0.6528,0.3472,60854.0,1803.55015,1559.0,954,526,0.6448,0.3552,60157.0,1826.98809,1521.0,880,600,0.5948,0.4052,59981.0,1782.45599,1500.0,975,505,0.6588,0.3412,60863.0,1757.84615,1493.0,988,492,0.6678,0.3322,59613.0,1749.64286,1480.0,864.0,616.0,0.5838,0.4162,60082.0,1734.4082
480291316093,3441.0,2243,1107,0.6697,0.3303,70487.0,2399.04624,3415.0,2254,1096,0.6727,0.3273,70929.0,2380.91918,3382.0,2130,1220,0.6357,0.3643,70219.0,2357.91176,3424.0,2197,1153,0.6557,0.3443,70204.0,2387.19393,3422.0,2083,1267,0.6217,0.3783,69266.0,2385.79954,3364.0,2207,1143,0.6587,0.3413,70698.0,2345.36226,3399.0,2153,1197,0.6427,0.3573,69643.0,2369.76407,3401.0,2223,1127,0.6637,0.3363,70740.0,2371.15846,3441.0,2287,1063,0.6827,0.3173,69853.0,2399.04624,3384.0,2197,1153,0.6557,0.3443,70965.0,2359.30615,3350.0,1972.0,1378.0,0.5887,0.4113,70234.0,2335.60154
480291316101,3482.0,1354,2079,0.3945,0.6055,77621.0,3579.05319,3513.0,1313,2120,0.3825,0.6175,78509.0,3610.91724,3445.0,1207,2226,0.3515,0.6485,78315.0,3541.02189,3518.0,1406,2027,0.4095,0.5905,76821.0,3616.05661,3484.0,1220,2213,0.3555,0.6445,78403.0,3581.10893,3513.0,1385,2048,0.4035,0.5965,77080.0,3610.91724,3448.0,1272,2161,0.3705,0.6295,77118.0,3544.10551,3521.0,1299,2134,0.3785,0.6215,78228.0,3619.14023,3474.0,1447,1986,0.4215,0.5785,77959.0,3570.8302,3480.0,1310,2123,0.3815,0.6185,78186.0,3576.99744,3433.0,1121.0,2312.0,0.3265,0.6735,77726.0,3528.68742
480291818162,2761.0,1472,1247,0.5414,0.4586,110254.0,1462.34062,2739.0,1562,1157,0.5744,0.4256,110556.0,1450.68851,2793.0,1434,1285,0.5274,0.4726,111173.0,1479.28916,2755.0,1464,1255,0.5384,0.4616,111359.0,1459.16277,2787.0,1532,1187,0.5634,0.4366,109866.0,1476.11131,2798.0,1556,1163,0.5724,0.4276,110174.0,1481.93737,2780.0,1535,1184,0.5644,0.4356,110260.0,1472.40382,2755.0,1407,1312,0.5174,0.4826,110071.0,1459.16277,2762.0,1545,1174,0.5684,0.4316,110659.0,1462.87027,2802.0,1532,1187,0.5634,0.4366,109937.0,1484.05593,2719.0,1366.0,1353.0,0.5024,0.4976,110764.0,1440.09567
480291211201,2772.0,1469,1215,0.5475,0.4525,70459.0,856.43763,2779.0,1550,1134,0.5775,0.4225,70258.0,858.60035,2700.0,1488,1196,0.5545,0.4455,70425.0,834.1925,2720.0,1346,1338,0.5015,0.4985,69975.0,840.3717,2759.0,1456,1228,0.5425,0.4575,70533.0,852.42115,2756.0,1464,1220,0.5455,0.4545,69152.0,851.49427,2701.0,1531,1153,0.5705,0.4295,68739.0,834.50146,2732.0,1469,1215,0.5475,0.4525,70374.0,844.07923,2715.0,1448,1236,0.5395,0.4605,69917.0,838.8269,2776.0,1542,1142,0.5745,0.4255,69741.0,857.67347,2684.0,1311.0,1373.0,0.4885,0.5115,69681.0,829.24914
480291211192,2702.0,1784,897,0.6655,0.3345,61727.0,1579.9137,2728.0,1680,1001,0.6265,0.3735,60398.0,1595.11642,2742.0,1819,862,0.6785,0.3215,60466.0,1603.3025,2754.0,1637,1044,0.6105,0.3895,60930.0,1610.31914,2740.0,1682,999,0.6275,0.3725,61526.0,1602.13306,2721.0,1822,859,0.6795,0.3205,61867.0,1591.02338,2768.0,1787,894,0.6665,0.3335,61451.0,1618.50522,2717.0,1763,918,0.6575,0.3425,61118.0,1588.6845,2732.0,1674,1007,0.6245,0.3755,60903.0,1597.4553,2769.0,1731,950,0.6455,0.3545,60628.0,1619.08994,2681.0,1559.0,1122.0,0.5815,0.4185,61121.0,1567.63457
480291918142,3720.0,2673,1031,0.7216,0.2784,154185.0,2200.36448,3783.0,2762,942,0.7456,0.2544,155503.0,2237.62872,3716.0,2491,1213,0.6726,0.3274,153692.0,2197.9985,3741.0,2573,1131,0.6946,0.3054,154900.0,2212.78589,3764.0,2628,1076,0.7096,0.2904,154891.0,2226.3903,3726.0,2802,902,0.7566,0.2434,154352.0,2203.91345,3748.0,2802,902,0.7566,0.2434,154353.0,2216.92636,3752.0,2743,961,0.7406,0.2594,154758.0,2219.29235,3756.0,2736,968,0.7386,0.2614,154678.0,2221.65833,3787.0,2647,1057,0.7146,0.2854,153724.0,2239.9947,3704.0,2447.0,1257.0,0.6606,0.3394,154688.0,2190.90055
480291414032,2742.0,604,2084,0.2246,0.7754,44827.0,2546.48591,2715.0,684,2004,0.2546,0.7454,44660.0,2521.4111,2760.0,714,1974,0.2656,0.7344,44573.0,2563.20244,2704.0,821,1867,0.3056,0.6944,44704.0,2511.19544,2746.0,733,1955,0.2726,0.7274,45638.0,2550.20069,2760.0,824,1864,0.3066,0.6934,44026.0,2563.20244,2761.0,789,1899,0.2936,0.7064,45547.0,2564.13114,2699.0,682,2006,0.2536,0.7464,44855.0,2506.55195,2761.0,741,1947,0.2756,0.7244,45675.0,2564.13114,2740.0,752,1936,0.2796,0.7204,44992.0,2544.62851,2688.0,558.0,2130.0,0.2076,0.7924,44924.0,2496.33629
480291414022,1377.0,372,909,0.2901,0.7099,80827.0,2423.75811,1334.0,349,932,0.2721,0.7279,80607.0,2348.07067,1331.0,318,963,0.2481,0.7519,80187.0,2342.79016,1345.0,386,895,0.3011,0.6989,80166.0,2367.43258,1297.0,396,885,0.3091,0.6909,80882.0,2282.94428,1303.0,399,882,0.3111,0.6889,80059.0,2293.50531,1320.0,416,865,0.3251,0.6749,81180.0,2323.42825,1360.0,338,943,0.2641,0.7359,81465.0,2393.83517,1323.0,355,926,0.2771,0.7229,81675.0,2328.70877,1325.0,366,915,0.2861,0.7139,81087.0,2332.22912,1281.0,296.0,985.0,0.2311,0.7689,80854.0,2254.78151
480291414021,4280.0,1479,2739,0.3507,0.6493,67648.0,816.23966,4241.0,1597,2621,0.3787,0.6213,66379.0,808.80196,4287.0,1808,2410,0.4287,0.5713,66488.0,817.57463,4230.0,1787,2431,0.4237,0.5763,66930.0,806.70415,4294.0,1791,2427,0.4247,0.5753,66667.0,818.9096,4265.0,1602,2616,0.3797,0.6203,67945.0,813.37901,4247.0,1471,2747,0.3487,0.6513,68194.0,809.94622,4308.0,1631,2587,0.3867,0.6133,66800.0,821.57955,4270.0,1530,2688,0.3627,0.6373,67021.0,814.33256,4239.0,1812,2406,0.4297,0.5703,68223.0,808.42054,4218.0,1416.0,2802.0,0.3357,0.6643,67321.0,804.41563
480291416001,2233.0,279,1889,0.1287,0.8713,73567.0,933.48784,2219.0,325,1843,0.1497,0.8503,74355.0,927.63525,2197.0,184,1984,0.0847,0.9153,74683.0,918.43833,2254.0,151,2017,0.0697,0.9303,73121.0,942.26672,2226.0,264,1904,0.1217,0.8783,73335.0,930.56155,2214.0,253,1915,0.1167,0.8833,74457.0,925.54504,2200.0,340,1828,0.1567,0.8433,73331.0,919.69245,2251.0,335,1833,0.1547,0.8453,73055.0,941.0126,2256.0,168,2000,0.0777,0.9223,72935.0,943.10281,2203.0,179,1989,0.0827,0.9173,73917.0,920.94658,2168.0,125.0,2043.0,0.0577,0.9423,73700.0,906.31511
480291821021,1358.0,914,431,0.6792,0.3208,128588.0,1671.89493,1440.0,1000,345,0.7432,0.2568,128734.0,1772.84882,1365.0,990,355,0.7362,0.2638,129190.0,1680.51294,1414.0,979,366,0.7282,0.2718,127641.0,1740.83905,1400.0,935,410,0.6952,0.3048,127716.0,1723.60302,1442.0,957,388,0.7112,0.2888,128457.0,1775.31111,1444.0,974,371,0.7242,0.2758,129425.0,1777.7734,1360.0,954,391,0.7092,0.2908,127952.0,1674.35722,1430.0,940,405,0.6992,0.3008,128972.0,1760.53737,1435.0,947,398,0.7042,0.2958,128087.0,1766.6931,1345.0,892.0,453.0,0.6632,0.3368,128603.0,1655.89004
480291917023,1136.0,697,425,0.6215,0.3785,117881.0,1443.90199,1138.0,760,362,0.6775,0.3225,117424.0,1446.44407,1215.0,743,379,0.6625,0.3375,118413.0,1544.31419,1134.0,742,380,0.6615,0.3385,117209.0,1441.35991,1173.0,734,388,0.6545,0.3455,117910.0,1490.93049,1183.0,762,360,0.6795,0.3205,118144.0,1503.6409,1186.0,758,364,0.6755,0.3245,116839.0,1507.45402,1211.0,738,384,0.6575,0.3425,118464.0,1539.23003,1171.0,776,346,0.6915,0.3085,118083.0,1488.38841,1159.0,750,372,0.6685,0.3315,116677.0,1473.13592,1122.0,667.0,455.0,0.5945,0.4055,117560.0,1426.10743
480291818251,3379.0,1894,1439,0.5682,0.4318,63718.0,2492.36579,3400.0,1780,1553,0.5342,0.4658,63505.0,2507.85549,3358.0,1744,1589,0.5232,0.4768,63878.0,2476.8761,3418.0,1960,1373,0.5882,0.4118,62327.0,2521.13237,3351.0,1724,1609,0.5172,0.4828,63338.0,2471.71287,3354.0,1724,1609,0.5172,0.4828,63579.0,2473.92568,3431.0,1710,1623,0.5132,0.4868,62714.0,2530.72123,3415.0,1787,1546,0.5362,0.4638,63871.0,2518.91956,3392.0,1797,1536,0.5392,0.4608,63978.0,2501.95465,3426.0,1950,1383,0.5852,0.4148,63569.0,2527.03321,3333.0,1634.0,1699.0,0.4902,0.5098,63106.0,2458.43598
480291817201,1936.0,934,922,0.5032,0.4968,135406.0,2662.14176,1867.0,993,863,0.5352,0.4648,135029.0,2567.26171,1947.0,1012,844,0.5452,0.4548,135614.0,2677.26756,1945.0,975,881,0.5252,0.4748,134578.0,2674.51742,1887.0,1010,846,0.5442,0.4558,135299.0,2594.76317,1931.0,952,904,0.5132,0.4868,136549.0,2655.26639,1940.0,1004,852,0.5412,0.4588,134597.0,2667.64205,1909.0,1010,846,0.5442,0.4558,135432.0,2625.01478,1907.0,1053,803,0.5672,0.4328,134946.0,2622.26464,1897.0,941,915,0.5072,0.4928,134669.0,2608.5139,1856.0,908.0,948.0,0.4892,0.5108,135554.0,2552.1359
480291817211,2016.0,810,1186,0.4057,0.5943,121666.0,1671.38817,2007.0,882,1114,0.4417,0.5583,121700.0,1663.92662,2050.0,772,1224,0.3867,0.6133,120983.0,1699.57627,2042.0,730,1266,0.3657,0.6343,121011.0,1692.94377,2016.0,808,1188,0.4047,0.5953,120052.0,1671.38817,2051.0,740,1256,0.3707,0.6293,120121.0,1700.40533,2047.0,766,1230,0.3837,0.6163,120051.0,1697.08908,2072.0,832,1164,0.4167,0.5833,121225.0,1717.81562,2029.0,816,1180,0.4087,0.5913,121275.0,1682.16597,2072.0,800,1196,0.4007,0.5993,120938.0,1717.81562,1996.0,702.0,1294.0,0.3517,0.6483,121007.0,1654.80694
